[1, 'OVERLAP', 1.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True", 'CBA', 1.0, 41, 41]
[101, 'OVERLAP', 101.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 1.0, 20, 20]
[102, 'OVERLAP', 102.0, "self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_2_follow(tokenT) == 'DET'", 'CBA', 1.0, 20, 20]
[103, 'OVERLAP', 103.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_temporal_direction(tokenE) == 'after' and self.f.timex3_dep(tokenT) == 'NMOD'", 'CBA', 1.0, 20, 20]
[104, 'OVERLAP', 104.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_gov_verb_tense(tokenT) == 'PRES' and self.f.timex3_pos(tokenT) == 'ADV'", 'CBA', 1.0, 20, 20]
[105, 'OVERLAP', 105.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_closest_to_event_class(tokenE) == 'REPORTING' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_dep(tokenT) == 'NMOD'", 'CBA', 1.0, 20, 20]
[106, 'OVERLAP', 106.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_pos_token_2_follow(tokenT) == 'VERB'", 'CBA', 1.0, 20, 20]
[107, 'OVERLAP', 107.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True and self.f.timex3_relevant_lemmas(tokenT) == 'ano'", 'CBA', 1.0, 20, 20]
[108, 'OVERLAP', 108.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'VERB'", 'CBA', 1.0, 20, 20]
[109, 'OVERLAP', 109.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_2_follow(tokenE) == 'NUM' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 1.0, 20, 20]
[110, 'OVERLAP', 110.0, "self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_pos_token_2_follow(tokenE) == 'NUM' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 1.0, 20, 20]
[111, 'OVERLAP', 111.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_2_follow(tokenE) == 'NUM' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media'", 'CBA', 1.0, 20, 20]
[112, 'OVERLAP', 112.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.timex3_preposition_precede(tokenT) == 'na'", 'CBA', 1.0, 20, 20]
[113, 'OVERLAP', 113.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_3_precede(tokenE) == 'NOUN' and self.f.event_preposition_precede(tokenE) == 'da' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 1.0, 20, 20]
[114, 'OVERLAP', 114.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_pos_token_3_follow(tokenT) == 'PUNCT' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 20, 20]
[115, 'OVERLAP', 115.0, "self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.timex3_relevant_lemmas(tokenT) == 'ontem'", 'CBA', 1.0, 19, 19]
[116, 'OVERLAP', 116.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.timex3_pos_token_2_follow(tokenT) == 'DET' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 1.0, 19, 19]
[117, 'OVERLAP', 117.0, "self.f.event_dep(tokenE) == 'ROOT' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True and self.f.timex3_pos_token_3_precede(tokenT) == 'DET'", 'CBA', 1.0, 19, 19]
[118, 'OVERLAP', 118.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_1_follow(tokenE) == 'ADV'", 'CBA', 1.0, 19, 19]
[119, 'OVERLAP', 119.0, "self.f.event_pos_token_1_follow(tokenE) == 'ADJ' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto'", 'CBA', 1.0, 19, 19]
[120, 'BEFORE', 120.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_1_follow(tokenE) == 'SCONJ' and self.f.timex3_relevant_lemmas(tokenT) == 'próximo'", 'CBA', 1.0, 19, 19]
[121, 'OVERLAP', 121.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 1.0, 19, 19]
[122, 'OVERLAP', 122.0, "self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 1.0, 19, 19]
[123, 'OVERLAP', 123.0, "self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 1.0, 19, 19]
[124, 'OVERLAP', 124.0, "self.f.event_dep(tokenE) == 'ROOT' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_pos(tokenT) == 'ADV' and self.f.timex3_pos_token_3_follow(tokenT) == 'NOUN'", 'CBA', 1.0, 19, 19]
[125, 'OVERLAP', 125.0, "self.f.event_pos_token_1_follow(tokenE) == 'NUM' and self.f.event_pos_token_2_precede(tokenE) == 'DET' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 1.0, 19, 19]
[126, 'OVERLAP', 126.0, "self.f.event_class(tokenE) == 'STATE' and self.f.timex3_pos_token_1_follow(tokenT) == 'VERB'", 'CBA', 1.0, 18, 18]
[127, 'BEFORE', 127.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.timex3_relevant_lemmas(tokenT) == 'próximo'", 'CBA', 1.0, 18, 18]
[128, 'OVERLAP', 128.0, "self.f.event_pos_token_1_precede(tokenE) == 'ADJ' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto'", 'CBA', 1.0, 18, 18]
[129, 'OVERLAP', 129.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_1_precede(tokenE) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'VERB'", 'CBA', 1.0, 18, 18]
[130, 'OVERLAP', 130.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.reichenbach_direct_modification(tokenE, tokenT) == True and self.f.signal_precede_event_child_event(tokenE) == True", 'CBA', 1.0, 18, 18]
[131, 'OVERLAP', 131.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_1_precede(tokenE) == 'ADP' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 1.0, 18, 18]
[132, 'OVERLAP', 132.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.timex3_pos_token_2_follow(tokenT) == 'PROPN' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 18, 18]
[133, 'OVERLAP', 133.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.event_temporal_direction(tokenE) == 'after'", 'CBA', 1.0, 18, 18]
[134, 'OVERLAP', 134.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_1_follow(tokenE) == 'ADP' and self.f.event_temporal_direction(tokenE) == 'after' and self.f.timex3_dep(tokenT) == 'NMOD'", 'CBA', 1.0, 18, 18]
[135, 'OVERLAP', 135.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples'", 'CBA', 1.0, 18, 18]
[136, 'OVERLAP', 136.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 1.0, 18, 18]
[137, 'OVERLAP', 137.0, "self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_3_precede(tokenT) == 'ADP'", 'CBA', 1.0, 18, 18]
[138, 'OVERLAP', 138.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_2_precede(tokenE) == 'DET'", 'CBA', 1.0, 18, 18]
[139, 'OVERLAP', 139.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_1_follow(tokenE) == 'ADP' and self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.timex3_pos_token_2_follow(tokenT) == 'DET'", 'CBA', 1.0, 18, 18]
[140, 'AFTER', 140.0, "self.f.event_dep(tokenE) == 'ROOT' and self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 18, 18]
[141, 'OVERLAP', 141.0, "self.f.event_pos_token_2_precede(tokenE) == 'VERB' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 1.0, 18, 18]
[142, 'OVERLAP', 142.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_2_follow(tokenE) == 'ADP' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 1.0, 18, 18]
[143, 'OVERLAP', 143.0, "self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_pos_token_2_follow(tokenE) == 'ADP' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 18, 18]
[144, 'OVERLAP', 144.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_2_follow(tokenE) == 'NUM' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 18, 18]
[145, 'OVERLAP', 145.0, "self.f.event_pos_token_1_follow(tokenE) == 'ADP' and self.f.event_pos_token_2_follow(tokenE) == 'NUM' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 1.0, 18, 18]
[146, 'AFTER', 146.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP' and self.f.timex3_pos_token_3_follow(tokenT) == 'NUM'", 'CBA', 1.0, 18, 18]
[147, 'OVERLAP', 147.0, "self.f.timex3_head_pos(tokenT) == 'VERB' and self.f.timex3_pos(tokenT) == 'ADV' and self.f.timex3_pos_token_2_follow(tokenT) == 'NUM'", 'CBA', 1.0, 17, 17]
[148, 'OVERLAP', 148.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_1_precede(tokenE) == 'ADJ'", 'CBA', 1.0, 17, 17]
[149, 'OVERLAP', 149.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.reichenbach_direct_modification(tokenE, tokenT) == True and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 17, 17]
[150, 'OVERLAP', 150.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_closest_to_event_temporal_direction(tokenE) == 'after' and self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 17, 17]
[151, 'OVERLAP', 151.0, "self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_pos_token_2_precede(tokenE) == 'VERB' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 1.0, 17, 17]
[152, 'OVERLAP', 152.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN' and self.f.timex3_type(tokenT) == 'DURATION'", 'CBA', 1.0, 17, 17]
[153, 'OVERLAP', 153.0, "self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_pos_token_2_follow(tokenE) == 'ADP' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 17, 17]
[154, 'OVERLAP', 154.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos(tokenT) == 'ADV' and self.f.timex3_pos_token_3_follow(tokenT) == 'NOUN'", 'CBA', 1.0, 17, 17]
[155, 'AFTER', 155.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADJ'", 'CBA', 1.0, 17, 17]
[156, 'AFTER', 156.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.event_pos_token_3_follow(tokenE) == 'ADJ' and self.f.event_temporal_direction(tokenE) == 'before'", 'CBA', 1.0, 17, 17]
[157, 'AFTER', 157.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'NUM' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN' and self.f.timex3_pos_token_3_precede(tokenT) == 'ADP'", 'CBA', 1.0, 17, 17]
[158, 'OVERLAP', 158.0, "self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_pos_token_3_precede(tokenE) == 'NOUN' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto'", 'CBA', 1.0, 16, 16]
[159, 'OVERLAP', 159.0, "self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.timex3_pos(tokenT) == 'ADV' and self.f.timex3_pos_token_1_precede(tokenT) == 'VERB'", 'CBA', 1.0, 16, 16]
[160, 'OVERLAP', 160.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.timex3_pos_token_2_follow(tokenT) == 'DET' and self.f.timex3_pos_token_2_precede(tokenT) == 'PROPN'", 'CBA', 1.0, 16, 16]
[161, 'OVERLAP', 161.0, "self.f.event_class(tokenE) == 'ASPECTUAL' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples'", 'CBA', 1.0, 16, 16]
[162, 'OVERLAP', 162.0, "self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 16, 16]
[163, 'OVERLAP', 163.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.event_pos_token_2_precede(tokenE) == 'DET' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 1.0, 16, 16]
[164, 'OVERLAP', 164.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 1.0, 16, 16]
[165, 'OVERLAP', 165.0, "self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_pos_token_2_precede(tokenE) == 'VERB' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False", 'CBA', 1.0, 16, 16]
[166, 'OVERLAP', 166.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_2_follow(tokenE) == 'ADP' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP' and self.f.timex3_pos_token_3_follow(tokenT) == 'NOUN'", 'CBA', 1.0, 16, 16]
[167, 'OVERLAP', 167.0, "self.f.event_dep(tokenE) == 'OBJ' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_2_follow(tokenT) == 'DET'", 'CBA', 1.0, 16, 16]
[168, 'OVERLAP', 168.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.event_pos_token_3_precede(tokenE) == 'DET' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 1.0, 16, 16]
[169, 'OVERLAP', 169.0, "self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_closest_to_event_temporal_direction(tokenE) == 'after' and self.f.event_pos_token_1_follow(tokenE) == 'NUM' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 1.0, 16, 16]
[170, 'OVERLAP', 170.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_dep(tokenE) == 'ROOT' and self.f.timex3_pos_token_2_follow(tokenT) == 'DET' and self.f.timex3_pos_token_3_follow(tokenT) == 'PROPN'", 'CBA', 1.0, 16, 16]
[171, 'AFTER', 171.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP' and self.f.timex3_preposition_precede(tokenT) == 'do' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 16, 16]
[172, 'AFTER', 172.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_closest_to_timex3_pos(tokenT) == 'NUM' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_pos_token_3_precede(tokenT) == 'ADP'", 'CBA', 1.0, 16, 16]
[173, 'OVERLAP', 173.0, "self.f.timex3_preposition_precede(tokenT) == 'neste' and self.f.timex3_relevant_lemmas(tokenT) == 'ano'", 'CBA', 1.0, 15, 15]
[174, 'OVERLAP', 174.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.timex3_gov_verb_tense(tokenT) == 'PRES'", 'CBA', 1.0, 15, 15]
[175, 'OVERLAP', 175.0, "self.f.event_pos_token_2_precede(tokenE) == 'ADP' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.timex3_dep(tokenT) == 'NMOD'", 'CBA', 1.0, 15, 15]
[176, 'AFTER', 176.0, "self.f.event_conjunction_closest_follow(tokenE) == 'que' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_2_follow(tokenT) == 'NUM'", 'CBA', 1.0, 15, 15]
[177, 'OVERLAP', 177.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_1_precede(tokenE) == 'ADJ' and self.f.event_pos_token_3_precede(tokenE) == 'DET'", 'CBA', 1.0, 15, 15]
[178, 'OVERLAP', 178.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_2_precede(tokenE) == 'VERB' and self.f.timex3_pos_token_2_follow(tokenT) == 'DET' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 15, 15]
[179, 'OVERLAP', 179.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_pos_token_2_precede(tokenE) == 'VERB' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_2_follow(tokenT) == 'DET'", 'CBA', 1.0, 15, 15]
[180, 'OVERLAP', 180.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_2_precede(tokenE) == 'ADP' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_pos(tokenT) == 'ADV'", 'CBA', 1.0, 15, 15]
[181, 'OVERLAP', 181.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_3_follow(tokenE) == 'NUM' and self.f.timex3_dep(tokenT) == 'NMOD' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 15, 15]
[182, 'OVERLAP', 182.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_1_follow(tokenE) == 'ADP' and self.f.event_pos_token_3_follow(tokenE) == 'NUM' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 15, 15]
[183, 'AFTER', 183.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_preposition_precede(tokenT) == 'do'", 'CBA', 1.0, 15, 15]
[184, 'OVERLAP', 184.0, "self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_relevant_lemmas(tokenT) == 'último' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 15, 15]
[185, 'OVERLAP', 185.0, "self.f.event_pos_token_1_precede(tokenE) == 'NOUN' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 14, 14]
[186, 'OVERLAP', 186.0, "self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True and self.f.timex3_pos_token_3_follow(tokenT) == 'ADP'", 'CBA', 1.0, 14, 14]
[187, 'OVERLAP', 187.0, "self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_1_follow(tokenE) == 'NUM'", 'CBA', 1.0, 14, 14]
[188, 'OVERLAP', 188.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_1_follow(tokenE) == 'ADV' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 1.0, 14, 14]
[189, 'OVERLAP', 189.0, "self.f.event_pos_token_1_precede(tokenE) == 'AUX' and self.f.event_temporal_direction(tokenE) == 'after' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True", 'CBA', 1.0, 14, 14]
[190, 'OVERLAP', 190.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_2_precede(tokenE) == 'ADJ' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 1.0, 14, 14]
[191, 'OVERLAP', 191.0, "self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_head_pos(tokenT) == 'VERB'", 'CBA', 1.0, 14, 14]
[192, 'OVERLAP', 192.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 14, 14]
[193, 'AFTER', 193.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_conjunction_closest_follow(tokenE) == 'que' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 14, 14]
[194, 'OVERLAP', 194.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.event_pos_token_2_precede(tokenE) == 'DET'", 'CBA', 1.0, 14, 14]
[195, 'OVERLAP', 195.0, "self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_3_precede(tokenT) == 'ADP'", 'CBA', 1.0, 14, 14]
[196, 'OVERLAP', 196.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.timex3_head_pos(tokenT) == 'VERB'", 'CBA', 1.0, 14, 14]
[197, 'OVERLAP', 197.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_pos_token_3_precede(tokenT) == 'DET'", 'CBA', 1.0, 14, 14]
[198, 'OVERLAP', 198.0, "self.f.event_dep(tokenE) == 'CCOMP' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_head_pos(tokenT) == 'VERB' and self.f.timex3_pos_token_2_precede(tokenT) == 'VERB'", 'CBA', 1.0, 14, 14]
[199, 'OVERLAP', 199.0, "self.f.event_dep(tokenE) == 'OBJ' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_head_pos(tokenT) == 'VERB' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 1.0, 14, 14]
